Month,Export Loaded TEUs,Import Loaded TEUs,Export Empty TEUs,Import Empty TEUs,Total TEUs,Total Loaded TEUs,Total Empty TEUs,Port,Total Rail Lifts,Container Tons,Auto Tons,Ro/Ro Tons (excl. autos),Forest Products (Break Bulk),Steel & other metals Break Bulk Tons,other Break Bulk Tons,Total General Cargo Tons,Total Containers,Import Auto Units,Export Auto Units,Total Auto UNITS,Import Ro/Ro Tons,Export Ro/Ro Tons,Month,Origin BEA Area,Total Weight in Tons,year
May 2014,75038,66659,14660,15059,171416,141697,29719,Houston,,,,,,,,,,,,,,,11.0,"San Francisco-Oakland-San Jose, CA",57604.0,2022.0
Jun 2014,76244,60636,15550,19990,172420,136880,35540,Houston,,,,,,,,,,,,,,,11.0,"Savannah, GA-SC",33820.0,2022.0
Jul 2014,73988,66788,16465,17206,174447,140776,33671,Houston,,,,,,,,,,,,,,,11.0,"Washington-Baltimore, DC-MD-VA-WV-PA",21976.0,2022.0
Aug 2014,73117,69652,15560,14918,173247,142769,30478,Houston,,,,,,,,,,,,,,,12.0,"Charleston-North Charleston, SC",7978.0,2022.0
Sep 2014,68875,65304,15981,12302,162462,134179,28283,Houston,,,,,,,,,,,,,,,12.0,Everglades (Part of Fort Lauderdale/Miami),8416.0,2022.0
Oct 2014,67573,67135,20443,9446,164597,134708,29889,Houston,,,,,,,,,,,,,,,12.0,"Los Angeles, CA",784271.0,2022.0
Nov 2014,68492,62275,18852,9521,159140,130767,28373,Houston,,,,,,,,,,,,,,,12.0,"Los Angeles-Riverside-Orange County, CA-AZ",177353.0,2022.0
Dec 2014,67661,59629,17738,11907,156935,127290,29645,Houston,,,,,,,,,,,,,,,12.0,"New York-No. New Jer.-Long Island, NY-NJ-CT-PA-MA-VT",153120.0,2022.0
Jan 2015,64357,70276,21250,12771,168654,134633,34021,Houston,,,,,,,,,,,,,,,12.0,"Norfolk-Virginia Beach-Newport News, VA-NC",13703.0,2022.0
Feb 2015,73014,66518,18840,11309,169681,139532,30149,Houston,,,,,,,,,,,,,,,12.0,"Portland-Salem, OR-WA",87613.0,2022.0
Mar 2015,84023,71778,16507,14415,186723,155801,30922,Houston,,,,,,,,,,,,,,,12.0,San Antonio (Part of Long Beach/LA),608706.0,2022.0
Apr 2015,96447,85206,13661,17359,212673,181653,31020,Houston,,,,,,,,,,,,,,,12.0,"San Francisco-Oakland-San Jose, CA",60179.0,2022.0
May 2015,90794,85448,22548,14081,212871,176242,36629,Houston,,,,,,,,,,,,,,,12.0,"Savannah, GA-SC",21515.0,2022.0
Jun 2015,84277,68880,17804,8530,179491,153157,26334,Houston,,,,,,,,,,,,,,,12.0,"Washington-Baltimore, DC-MD-VA-WV-PA",33002.0,2022.0
Jul 2015,86159,67252,12405,12095,177911,153411,24500,Houston,,,,,,,,,,,,,,,,,,
Aug 2015,77596,69815,15956,11604,174971,147411,27560,Houston,,,,,,,,,,,,,,,,,,
Sep 2015,70853,65519,14298,10335,161005,136372,24633,Houston,,,,,,,,,,,,,,,,,,
Oct 2015,76046,68416,16198,10145,170805,144462,26343,Houston,,,,,,,,,,,,,,,,,,
Nov 2015,68688,56716,10649,11190,147243,125404,21839,Houston,,,,,,,,,,,,,,,,,,
Dec 2015,76486,63658,12737,15631,168512,140144,28368,Houston,,,,,,,,,,,,,,,,,,
Jan 2016,67094,65196,11982,12515,156787,132290,24497,Houston,,,,,,,,,,,,,,,,,,
Feb 2016,76551,64395,13266,17436,171648,140946,30702,Houston,,,,,,,,,,,,,,,,,,
Mar 2016,86832,62628,12868,19876,182204,149460,32744,Houston,,,,,,,,,,,,,,,,,,
Apr 2016,88619,75346,13270,31987,209222,163965,45257,Houston,,,,,,,,,,,,,,,,,,
May 2016,77645,62666,14063,18838,173212,140311,32901,Houston,,,,,,,,,,,,,,,,,,
Jun 2016,75609,77392,20884,18961,192846,153001,39845,Houston,,,,,,,,,,,,,,,,,,
Jul 2016,75881,80056,22640,12890,191467,155937,35530,Houston,,,,,,,,,,,,,,,,,,
Aug 2016,76507,79849,15592,11740,183688,156356,27332,Houston,,,,,,,,,,,,,,,,,,
Sep 2016,72335,83371,14888,14848,185442,155706,29736,Houston,,,,,,,,,,,,,,,,,,
Oct 2016,73905,80276,18270,11804,184255,154181,30074,Houston,,,,,,,,,,,,,,,,,,
Nov 2016,73501,79266,16197,9729,178693,152767,25926,Houston,,,,,,,,,,,,,,,,,,
Dec 2016,71601,74390,15780,11485,173256,145991,27265,Houston,,,,,,,,,,,,,,,,,,
Jan 2017,88403,84589,9018,14930,196940,172992,23948,Houston,,,,,,,,,,,,,,,,,,
Feb 2017,88553,73389,11004,15915,188861,161942,26919,Houston,,,,,,,,,,,,,,,,,,
Mar 2017,94226,85214,16482,25739,221661,179440,42221,Houston,,,,,,,,,,,,,,,,,,
Apr 2017,84271,84399,16930,16204,201804,168670,33134,Houston,,,,,,,,,,,,,,,,,,
May 2017,82879,89483,26817,14714,213893,172362,41531,Houston,,,,,,,,,,,,,,,,,,
Jun 2017,78667,97042,24944,12190,212843,175709,37134,Houston,,,,,,,,,,,,,,,,,,
Jul 2017,77060,90506,24036,11408,203010,167566,35444,Houston,,,,,,,,,,,,,,,,,,
Aug 2017,58931,76889,25232,5301,166353,135820,30533,Houston,,,,,,,,,,,,,,,,,,
Sep 2017,73015,113804,28494,11170,226483,186819,39664,Houston,,,,,,,,,,,,,,,,,,
Oct 2017,80521,99641,35214,7751,223127,180162,42965,Houston,,,,,,,,,,,,,,,,,,
Nov 2017,74791,87306,23930,9848,195875,162097,33778,Houston,,,,,,,,,,,,,,,,,,
Dec 2017,84880,93771,21867,7739,208257,178651,29606,Houston,,,,,,,,,,,,,,,,,,
Jan 2018,71146,89443,21737,7370,189696,160589,29107,Houston,,,,,,,,,,,,,,,,,,
Feb 2018,85606,84799,19335,8881,198621,170405,28216,Houston,,,,,,,,,,,,,,,,,,
Mar 2018,96631,94185,17221,21121,229158,190816,38342,Houston,,,,,,,,,,,,,,,,,,
Apr 2018,94827,89063,16305,18604,218799,183890,34909,Houston,,,,,,,,,,,,,,,,,,
May 2018,100477,100392,20475,24652,245996,200869,45127,Houston,,,,,,,,,,,,,,,,,,
Jun 2018,92323,97727,18216,15624,223890,190050,33840,Houston,,,,,,,,,,,,,,,,,,
Jul 2018,89513,104594,25574,16351,236032,194107,41925,Houston,,,,,,,,,,,,,,,,,,
Aug 2018,89345,105937,28957,14405,238644,195282,43362,Houston,,,,,,,,,,,,,,,,,,
Sep 2018,85266,103183,31283,10599,230331,188449,41882,Houston,,,,,,,,,,,,,,,,,,
Oct 2018,95886,108653,27342,9101,240982,204539,36443,Houston,,,,,,,,,,,,,,,,,,
Nov 2018,89400,101320,22390,13233,226343,190720,35623,Houston,,,,,,,,,,,,,,,,,,
Dec 2018,85646,99401,26783,9528,221358,185047,36311,Houston,,,,,,,,,,,,,,,,,,
Jan 2019,87961,95318,20698,10975,214952,183279,31673,Houston,,,,,,,,,,,,,,,,,,
Feb 2019,86460,86953,15322,9759,198494,173413,25081,Houston,,,,,,,,,,,,,,,,,,
Mar 2019,118295,109604,17489,35333,280721,227899,52822,Houston,,,,,,,,,,,,,,,,,,
Apr 2019,106654,100627,18230,27182,252693,207281,45412,Houston,,,,,,,,,,,,,,,,,,
May 2019,116693,107126,17953,21289,263061,223819,39242,Houston,,,,,,,,,,,,,,,,,,
Jun 2019,106429,105159,19897,20003,251488,211588,39900,Houston,,,,,,,,,,,,,,,,,,
Jul 2019,104470,111062,24035,20426,259993,215532,44461,Houston,,,,,,,,,,,,,,,,,,
Aug 2019,109388,110318,22418,16986,259110,219706,39404,Houston,,,,,,,,,,,,,,,,,,
Sep 2019,102309,106270,20777,22168,251524,208579,42945,Houston,,,,,,,,,,,,,,,,,,
Oct 2019,109362,110585,20904,17720,258571,219947,38624,Houston,,,,,,,,,,,,,,,,,,
Nov 2019,107927,101494,14129,22188,245738,209421,36317,Houston,,,,,,,,,,,,,,,,,,
Dec 2019,109721,100274,15322,28513,253830,209995,43835,Houston,,,,,,,,,,,,,,,,,,
Jan 2020,118782,105047,14692,30252,268773,223829,44944,Houston,,,,,,,,,,,,,,,,,,
Feb 2020,110854,89923,10137,44560,255474,200777,54697,Houston,,,,,,,,,,,,,,,,,,
Mar 2020,114972,88302,8118,37448,248840,203274,45566,Houston,,,,,,,,,,,,,,,,,,
Apr 2020,91808,100034,11276,18422,221540,191842,29698,Houston,,,,,,,,,,,,,,,,,,
May 2020,100538,99509,13244,8959,222250,200047,22203,Houston,,,,,,,,,,,,,,,,,,
Jun 2020,97635,86903,9392,17002,210932,184538,26394,Houston,,,,,,,,,,,,,,,,,,
Jul 2020,98509,102339,12212,21677,234737,200848,33889,Houston,,,,,,,,,,,,,,,,,,
Aug 2020,98552,116714,21394,11970,248630,215266,33364,Houston,,,,,,,,,,,,,,,,,,
Sep 2020,92415,121508,29781,10701,254405,213923,40482,Houston,,,,,,,,,,,,,,,,,,
Oct 2020,97185,135175,50979,12871,296210,232360,63850,Houston,,,,,,,,,,,,,,,,,,
Nov 2020,102755,122475,29682,8018,262930,225230,37700,Houston,,,,,,,,,,,,,,,,,,
Dec 2020,106908,128593,26619,14323,276443,235501,40942,Houston,,,,,,,,,,,,,,,,,,
Jan 2021,99694,121578,23503,10264,255039,221272,33767,Houston,,,,,,,,,,,,,,,,,,
Feb 2021,79840,92434,17227,9262,198763,172274,26489,Houston,,,,,,,,,,,,,,,,,,
Mar 2021,106745,134259,37869,18524,297397,241004,56393,Houston,,,,,,,,,,,,,,,,,,
Apr 2021,91766,128834,40809,14431,275840,220600,55240,Houston,,,,,,,,,,,,,,,,,,
May 2021,95439,132853,51202,8633,288127,228292,59835,Houston,,,,,,,,,,,,,,,,,,
Jun 2021,84614,139448,56337,12188,292587,224062,68525,Houston,,,,,,,,,,,,,,,,,,
Jul 2021,75457,137197,75964,9003,297621,212654,84967,Houston,,,,,,,,,,,,,,,,,,
Aug 2021,85660,159791,65983,8652,320086,245451,74635,Houston,,,,,,,,,,,,,,,,,,
Sep 2021,69765,135387,66234,10114,281500,205152,76348,Houston,,,,,,,,,,,,,,,,,,
Oct 2021,94933,151395,69633,12525,328486,246328,82158,Houston,,,,,,,,,,,,,,,,,,
Nov 2021,94409,152508,58655,9004,314576,246917,67659,Houston,,,,,,,,,,,,,,,,,,
Dec 2021,90660,148301,60792,3451,303204,238961,64243,Houston,,,,,,,,,,,,,,,,,,
Jan 2022,86940,158569,73181,4737,323427,245509,77918,Houston,,,,,,,,,,,,,,,,,,
Feb 2022,82079,125965,56230,7125,271399,208044,63355,Houston,,,,,,,,,,,,,,,,,,
Mar 2022,108541,152553,42740,4723,308557,261094,47463,Houston,,,,,,,,,,,,,,,,,,
Apr 2022,114860,162965,43155,13513,334493,277825,56668,Houston,,,,,,,,,,,,,,,,,,
May 2022,106358,158798,56741,13469,335366,265156,70210,Houston,,,,,,,,,,,,,,,,,,
Jun 2022,102889,157778,53392,9764,323823,260667,63156,Houston,,,,,,,,,,,,,,,,,,
Jul 2022,102644,159881,57663,8310,328498,262525,65973,Houston,,,,,,,,,,,,,,,,,,
Aug 2022,116841,180132,78094,7775,382842,296973,85869,Houston,,,,,,,,,,,,,,,,,,
Sep 2022,102744,177979,62837,9964,353524,280723,72801,Houston,,,,,,,,,,,,,,,,,,
Oct 2022,118781,181292,63823,8098,371994,300073,71921,Houston,,,,,,,,,,,,,,,,,,
Nov 2022,118187,164619,59436,6708,348950,282806,66144,Houston,,,,,,,,,,,,,,,,,,
Dec 2022,107576,136055,41777,6619,292027,243631,48396,Houston,,,,,,,,,,,,,,,,,,
Jan 2023,113875,149400,35067,21648,319990,263275,56715,Houston,,,,,,,,,,,,,,,,,,
Feb 2023,116265,141946,37400,17841,313452,258211,55241,Houston,,,,,,,,,,,,,,,,,,
Mar 2023,119824,133912,36905,9948,300589,253736,46853,Houston,,,,,,,,,,,,,,,,,,
Apr 2023,110318,140720,42433,14408,307879,251038,56841,Houston,,,,,,,,,,,,,,,,,,
May 2023,109220,139745,39430,12087,300482,248965,51517,Houston,,,,,,,,,,,,,,,,,,
Jun 2023,103726,146636,46961,18660,315983,250362,65621,Houston,,,,,,,,,,,,,,,,,,
Jul 2023,117652,166151,49482,10878,344163,283803,60360,Houston,,,,,,,,,,,,,,,,,,
Aug 2023,110008,149660,40398,7558,307624,259668,47956,Houston,,,,,,,,,,,,,,,,,,
Sep 2023,124739,156161,28480,16208,325588,280900,44688,Houston,,,,,,,,,,,,,,,,,,
Oct 2023,126011,174929,52947,12321,366208,300940,65268,Houston,,,,,,,,,,,,,,,,,,
Nov 2023,116396,137631,35239,8356,297622,254027,43595,Houston,,,,,,,,,,,,,,,,,,
Dec 2023,119970,150648,39588,14814,325020,270618,54402,Houston,,,,,,,,,,,,,,,,,,
Jan 2024,124137,154493,38543,15788,332961,278630,54331,Houston,,,,,,,,,,,,,,,,,,
Feb 2024,145766,166849,45198,18152,375965,312615,63350,Houston,,,,,,,,,,,,,,,,,,
Mar 2024,134221,164634,47867,14269,360991,298855,62136,Houston,,,,,,,,,,,,,,,,,,
Apr 2024,119302,146910,44109,13856,324177,266212,57965,Houston,,,,,,,,,,,,,,,,,,
May 2024,131690,164572,52147,16457,364866,296262,68604,Houston,,,,,,,,,,,,,,,,,,
Jun 2024,114728,153778,59447,11204,339157,268506,70651,Houston,,,,,,,,,,,,,,,,,,
Jul 2024,112607,157565,42378,12727,325277,270172,55105,Houston,,,,,,,,,,,,,,,,,,
Aug 2024,131241,163211,57029,16172,367653,294452,73201,Houston,,,,,,,,,,,,,,,,,,
Sep 2024,114299,162338,40983,11842,329462,276637,52825,Houston,,,,,,,,,,,,,,,,,,
Jan 1998,17418,16051,1436,3199,38104,33469,4635,Baltimore,,360095.0,18386.0,32967.0,54189.0,15705.0,27515.0,508857.0,23789.0,9452.0,2391.0,11843.0,22160.0,10807.0,,,,
Feb 1998,16846,16228,2056,3045,38175,33074,5101,Baltimore,,359722.0,20085.0,37156.0,42726.0,13805.0,31879.0,505373.0,23874.0,11206.0,1393.0,12599.0,23405.0,13751.0,,,,
Mar 1998,18570,18577,3525,5906,46578,37147,9431,Baltimore,,377748.0,27610.0,57077.0,43910.0,10344.0,31001.0,547690.0,28926.0,14570.0,2967.0,17537.0,40470.0,16607.0,,,,
Apr 1998,18157,17777,3070,2712,41703,35934,5769,Baltimore,,377397.0,21900.0,56087.0,48180.0,5663.0,33094.0,542321.0,25985.0,11715.0,2342.0,14057.0,39312.0,16775.0,,,,
May 1998,17104,18178,3242,2407,40908,35282,5626,Baltimore,,382760.0,25824.0,40905.0,25530.0,4022.0,37509.0,516550.0,26250.0,15081.0,1790.0,16871.0,28865.0,12040.0,,,,
Jun 1998,16534,17330,2767,2334,38965,33864,5101,Baltimore,,352392.0,17489.0,48952.0,53063.0,6269.0,27930.0,506095.0,24525.0,9335.0,2030.0,11365.0,30161.0,18791.0,,,,
Jul 1998,15814,19906,3952,1585,41293,35720,5573,Baltimore,,357057.0,25671.0,49305.0,41792.0,7962.0,30969.0,512756.0,25805.0,13087.0,3387.0,16474.0,34298.0,15007.0,,,,
Aug 1998,14429,17360,3566,1106,36461,31789,4672,Baltimore,,326098.0,24566.0,35679.0,48902.0,1076.0,31797.0,468118.0,22828.0,13548.0,2348.0,15896.0,23433.0,12246.0,,,,
Sep 1998,15526,18461,6059,1632,41678,33987,7691,Baltimore,,347255.0,25921.0,36486.0,33705.0,4897.0,23785.0,472049.0,26279.0,10979.0,5544.0,16523.0,21869.0,14599.0,,,,
Oct 1998,15224,17063,3843,1632,37762,32287,5475,Baltimore,,341109.0,23317.0,40906.0,38134.0,7629.0,27885.0,478980.0,23676.0,10751.0,4269.0,15020.0,25648.0,15258.0,,,,
Nov 1998,16302,18757,6838,1518,43415,35059,8356,Baltimore,,363909.0,27243.0,31750.0,36347.0,6958.0,22808.0,489015.0,27105.0,11494.0,5935.0,17429.0,20332.0,11418.0,,,,
Dec 1998,15527,20070,4339,2021,41957,35597,6360,Baltimore,,376873.0,31486.0,39223.0,54660.0,7080.0,23322.0,532644.0,26337.0,13050.0,7560.0,20610.0,24425.0,14798.0,,,,
Jan 1999,14473,17146,4543,2480,38642,31619,7023,Baltimore,,354061.0,17850.0,35342.0,33616.0,5232.0,28549.0,474650.0,24408.0,7992.0,3643.0,11635.0,26034.0,9308.0,,,,
Feb 1999,15714,17277,4858,1569,39418,32991,6427,Baltimore,,337174.0,23635.0,43634.0,55589.0,6861.0,25940.0,492833.0,24506.0,12320.0,3123.0,15443.0,34179.0,9455.0,,,,
Mar 1999,17823,20091,5899,1890,45703,37914,7789,Baltimore,,399545.0,28928.0,52834.0,47712.0,7855.0,23836.0,560710.0,28299.0,15261.0,3930.0,19191.0,37616.0,15218.0,,,,
Apr 1999,15205,18310,5137,2019,40671,33515,7156,Baltimore,,371764.0,24752.0,40378.0,31617.0,8428.0,35673.0,512612.0,25671.0,12623.0,3243.0,15866.0,25902.0,14476.0,,,,
May 1999,15037,18566,4584,848,39035,33603,5432,Baltimore,,367222.0,36985.0,58766.0,77869.0,6986.0,33491.0,581319.0,25163.0,20535.0,3739.0,24274.0,40542.0,18224.0,,,,
Jun 1999,15778,21993,5186,1428,44385,37771,6614,Baltimore,,404508.0,25232.0,43211.0,44442.0,6519.0,28429.0,552341.0,28125.0,12682.0,3740.0,16422.0,29814.0,13397.0,,,,
Jul 1999,14193,20444,5255,1050,40942,34637,6305,Baltimore,,356406.0,32392.0,42511.0,78138.0,7396.0,27814.0,544657.0,25905.0,16668.0,3894.0,20562.0,27327.0,15184.0,,,,
Aug 1999,16846,22174,8376,444,47840,39020,8820,Baltimore,,405548.0,24518.0,28162.0,74057.0,4096.0,29092.0,565473.0,30191.0,12302.0,3577.0,15879.0,16620.0,11542.0,,,,
Sep 1999,13068,18886,5225,356,37535,31954,5581,Baltimore,,336656.0,24752.0,29912.0,73051.0,5815.0,36268.0,506454.0,23815.0,13347.0,2783.0,16130.0,19498.0,10414.0,,,,
Oct 1999,15274,18725,5693,617,40309,33999,6310,Baltimore,,363451.0,23242.0,32299.0,95893.0,5942.0,28368.0,549195.0,25580.0,13155.0,1786.0,14941.0,19144.0,13155.0,,,,
Nov 1999,15737,18659,5778,1189,41363,34396,6967,Baltimore,,376080.0,35866.0,33169.0,46174.0,8136.0,33770.0,533195.0,26399.0,21659.0,1671.0,23330.0,22290.0,10879.0,,,,
Dec 1999,14985,19587,6320,1350,42242,34572,7670,Baltimore,,368074.0,30696.0,26146.0,75931.0,8697.0,29213.0,538757.0,26977.0,17965.0,1902.0,19867.0,18310.0,7836.0,,,,
Jan 2000,13257,17691,4455,452,35855,30948,4907,Baltimore,,346894.0,20330.0,30819.0,76607.0,5911.0,25355.0,505916.0,23459.0,10855.0,2351.0,13206.0,21106.0,9713.0,,,,
Feb 2000,15337,18506,6199,682,40724,33843,6881,Baltimore,,362398.0,25341.0,35402.0,48771.0,7514.0,26354.0,505780.0,26161.0,14087.0,2463.0,16550.0,25159.0,10243.0,,,,
Mar 2000,17051,19581,7110,1001,44743,36632,8111,Baltimore,,395585.0,30490.0,56690.0,96216.0,12214.0,25242.0,616437.0,28755.0,17220.0,2527.0,19747.0,40023.0,16667.0,,,,
Apr 2000,14479,19756,6355,648,41238,34235,7003,Baltimore,,370667.0,25894.0,45500.0,37352.0,8744.0,22536.0,510693.0,26979.0,14616.0,1956.0,16572.0,29288.0,16212.0,,,,
May 2000,15821,22278,5886,396,44381,38099,6282,Baltimore,,408851.0,30507.0,46819.0,36202.0,8188.0,29834.0,560401.0,28506.0,17298.0,2590.0,19888.0,34962.0,11857.0,,,,
Jun 2000,14253,21290,6565,372,42480,35543,6937,Baltimore,,375913.0,23054.0,40137.0,80600.0,5380.0,21575.0,546659.0,27416.0,13383.0,1713.0,15096.0,29101.0,11036.0,,,,
Jul 2000,13194,22118,9426,418,45056,35312,9744,Baltimore,,361631.0,26644.0,35739.0,55915.0,5515.0,21284.0,506728.0,28923.0,16564.0,1543.0,18107.0,25488.0,10251.0,,,,
Aug 2000,16625,21174,11539,496,49834,37799,12035,Baltimore,,382889.0,26503.0,31150.0,55499.0,5408.0,19972.0,521421.0,31757.0,15318.0,1886.0,17204.0,22513.0,8637.0,,,,
Sep 2000,12962,18597,8569,570,40698,31559,9139,Baltimore,,338051.0,21802.0,24420.0,58005.0,5135.0,18233.0,465646.0,26185.0,11237.0,2859.0,14096.0,16749.0,7671.0,,,,
Oct 2000,15878,18806,5676,415,40775,34684,6091,Baltimore,,374474.0,26348.0,26648.0,64218.0,5110.0,19272.0,516070.0,26569.0,14634.0,2093.0,16727.0,16147.0,10501.0,,,,
Nov 2000,14822,17829,4546,286,37483,32651,4832,Baltimore,,360281.0,26189.0,33085.0,50362.0,5463.0,23282.0,498662.0,23967.0,14805.0,2071.0,16876.0,23566.0,9520.0,,,,
Dec 2000,13358,15641,5249,518,34766,28999,5767,Baltimore,,320511.0,27122.0,32480.0,66836.0,5026.0,25718.0,477693.0,22349.0,15604.0,1553.0,17157.0,23351.0,9128.0,,,,
Jan 2001,13552,17035,8586,374,39547,30587,8960,Baltimore,,341900.0,19205.0,26003.0,68062.0,4305.0,25393.0,484868.0,25662.0,10349.0,1440.0,11789.0,18581.0,7422.0,,,,
Feb 2001,13671,15997,5823,1643,37134,29668,7466,Baltimore,,328756.0,25520.0,38329.0,72940.0,7743.0,19520.0,492808.0,24210.0,15786.0,886.0,16672.0,28973.0,9357.0,,,,
Mar 2001,15076,19469,9241,562,44348,34545,9803,Baltimore,,398778.0,30726.0,44781.0,93516.0,8116.0,21707.0,597624.0,28501.0,17866.0,1351.0,19217.0,33499.0,11282.0,,,,
Apr 2001,13064,18784,7216,830,39894,31848,8046,Baltimore,,355995.0,26120.0,45892.0,75169.0,5662.0,18011.0,526849.0,25558.0,14970.0,1530.0,16500.0,32165.0,13727.0,,,,
May 2001,13328,19004,7837,719,40888,32332,8556,Baltimore,,361264.0,30828.0,40900.0,85572.0,3303.0,24601.0,546468.0,26279.0,17498.0,2398.0,19896.0,31900.0,9000.0,,,,
Jun 2001,11856,16779,7037,377,36049,28635,7414,Baltimore,,308059.0,22168.0,34503.0,67334.0,4205.0,15947.0,452216.0,23358.0,12220.0,2223.0,14443.0,25403.0,9100.0,,,,
Jul 2001,12196,21231,10022,619,44068,33427,10641,Baltimore,,356421.0,31347.0,36434.0,82353.0,6009.0,24774.0,537338.0,28333.0,18579.0,1665.0,20244.0,25223.0,11211.0,,,,
Aug 2001,12049,18969,9512,823,41353,31018,10335,Baltimore,,342571.0,30005.0,32388.0,89428.0,13197.0,24575.0,532164.0,26280.0,17792.0,1422.0,19214.0,23252.0,9136.0,,,,
Sep 2001,10459,16517,6946,395,34317,26976,7341,Baltimore,,301178.0,27959.0,26427.0,60855.0,1875.0,15134.0,433428.0,22067.0,15986.0,1887.0,17873.0,17088.0,9339.0,,,,
Oct 2001,12481,18916,9916,697,42010,31397,10613,Baltimore,,351597.0,33420.0,29170.0,89563.0,2862.0,21850.0,528462.0,26601.0,19842.0,1700.0,21542.0,20979.0,8191.0,,,,
Nov 2001,12029,17025,8319,530,37903,29054,8849,Baltimore,,328786.0,40871.0,30812.0,76366.0,2285.0,22286.0,501406.0,24404.0,22480.0,3573.0,26053.0,20591.0,10221.0,,,,
Dec 2001,12432,17981,8120,261,38794,30413,8381,Baltimore,,348097.0,33087.0,27443.0,82800.0,4180.0,16355.0,511962.0,25071.0,19570.0,1754.0,21324.0,21390.0,6053.0,,,,
Jan 2002,11170,17887,10146,150,39353,29057,10296,Baltimore,,329424.0,21506.0,24173.0,76948.0,1659.0,17685.0,471395.0,25301.0,11926.0,1736.0,13662.0,17729.0,6444.0,,,,
Feb 2002,12072,17180,6100,336,35688,29252,6436,Baltimore,,330168.0,29810.0,32913.0,90035.0,3358.0,11065.0,497349.0,22823.0,16791.0,1971.0,18762.0,21470.0,11443.0,,,,
Mar 2002,13251,17594,8355,697,39897,30845,9052,Baltimore,,356125.0,39222.0,47061.0,96185.0,4910.0,16571.0,560074.0,25878.0,21460.0,3879.0,25339.0,35754.0,11307.0,,,,
Apr 2002,12028,18929,7187,300,38444,30957,7487,Baltimore,,351590.0,30498.0,39894.0,89870.0,4568.0,16330.0,532750.0,24660.0,17326.0,1965.0,19291.0,29981.0,9913.0,,,,
May 2002,13775,22031,8148,318,44272,35806,8466,Baltimore,,402023.0,36602.0,45602.0,103167.0,7381.0,22080.0,616855.0,28494.0,21670.0,1886.0,23556.0,31292.0,14310.0,,,,
Jun 2002,11748,20196,9273,415,41632,31944,9688,Baltimore,,357636.0,30108.0,43087.0,82994.0,4175.0,17066.0,535066.0,26483.0,16318.0,3185.0,19503.0,28080.0,15007.0,,,,
Jul 2002,11177,24264,14820,396,50657,35441,15216,Baltimore,,386425.0,36105.0,42750.0,128418.0,5879.0,26096.0,625673.0,32206.0,20863.0,2390.0,23253.0,30500.0,12250.0,,,,
Aug 2002,12545,23481,11699,379,48104,36026,12078,Baltimore,,391668.0,36572.0,34953.0,99737.0,4113.0,22453.0,589496.0,30812.0,20894.0,2256.0,23150.0,24125.0,10828.0,,,,
Sep 2002,12517,21781,11923,258,46479,34298,12181,Baltimore,,375623.0,32723.0,26212.0,105211.0,2589.0,18823.0,561181.0,30002.0,18618.0,2939.0,21557.0,15330.0,10882.0,,,,
Oct 2002,12463,19638,7875,307,40283,32101,8182,Baltimore,,353817.0,44314.0,28978.0,94271.0,5870.0,20003.0,547253.0,25670.0,25577.0,2854.0,28431.0,20198.0,8780.0,,,,
Nov 2002,13114,19889,7631,305,40939,33003,7936,Baltimore,,365305.0,48580.0,26939.0,116647.0,7558.0,18865.0,583894.0,26247.0,28440.0,2221.0,30661.0,18483.0,8456.0,,,,
Dec 2002,12516,20589,8871,272,42248,33105,9143,Baltimore,,367879.0,58518.0,30972.0,78432.0,9924.0,19800.0,565525.0,26992.0,35347.0,1522.0,36869.0,22388.0,8584.0,,,,
Jan 2003,13519,20773,10195,502,44989,34292,10697,Baltimore,,382080.0,38744.0,25450.0,112026.0,5876.0,20146.0,584322.0,28769.0,21531.0,2903.0,24434.0,18371.0,7079.0,,,,
Feb 2003,11030,16321,3919,216,31486,27351,4135,Baltimore,,311615.0,35165.0,27103.0,88035.0,6674.0,14665.0,483257.0,20169.0,20075.0,1945.0,22020.0,17829.0,9274.0,,,,
Mar 2003,16056,22747,8162,327,47292,38803,8489,Baltimore,,449017.0,53609.0,43962.0,123287.0,7542.0,27530.0,704947.0,30852.0,29081.0,4004.0,33085.0,30704.0,13258.0,,,,
Apr 2003,13719,19447,9656,704,43526,33166,10360,Baltimore,,383431.0,41565.0,44304.0,92937.0,6996.0,18000.0,587233.0,28129.0,21762.0,3866.0,25628.0,32603.0,11701.0,,,,
May 2003,13547,21143,8479,153,43622,34990,8632,Baltimore,,405282.0,39336.0,35196.0,113297.0,8404.0,18744.0,620259.0,28302.0,21834.0,2972.0,24806.0,22109.0,13087.0,,,,
Jun 2003,13617,20866,11903,158,46544,34483,12061,Baltimore,,385188.0,38829.0,44670.0,114554.0,5131.0,16957.0,605329.0,29814.0,19978.0,4115.0,24093.0,28451.0,16219.0,,,,
Jul 2003,13063,24661,9109,226,47059,37724,9335,Baltimore,,417663.0,54360.0,49035.0,76120.0,10067.0,26058.0,633303.0,30159.0,30478.0,3675.0,34153.0,31684.0,17351.0,,,,
Aug 2003,12907,22024,11648,90,46669,34931,11738,Baltimore,,386936.0,30339.0,35394.0,74587.0,4920.0,18298.0,550474.0,29390.0,16465.0,2573.0,19038.0,22802.0,12592.0,,,,
